Cluster,BALANCE,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_FREQUENCY,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,PURCHASES_TRX,CASH_ADVANCE_TRX
0,1472.7397718427765,684.708810297125,394.0093203416336,290.950498015157,995.2414322735475,4269.226287900036,1483.7392117026345,792.7564716753278,0.14536627920125106,11.48634668591363,0.8687172079874894,0.4530223821725009,0.16740655611692531,0.32572242716227595,0.13816317274148923,9.420546132563455,3.2819680019246964
1,2761.638907990581,5159.652935635792,3181.970156985871,1978.624693877551,765.2345841067504,7431.318681318681,4987.933137736263,1525.4803960172685,0.26266283359497644,11.921507064364206,0.9888961444270015,0.9774919073783359,0.6598831507064364,0.8696760910518053,0.09574589952904239,83.73626373626374,2.816326530612245
